sku,name,visibility,website_ids,price,tier_price,attribute_set_id,category_ids,brand,short_description,description,weight,qty,test_field,status,meta_title,meta_keyword,meta_description,vehicle_number
myproduct1201,myproduct1201,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1200,Phone Model X1 keyword,Phone Model X1 desc,us1201
myproduct1202,myproduct1202,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1201,Phone Model X1 keyword,Phone Model X1 desc,us1202
myproduct1203,myproduct1203,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1202,Phone Model X1 keyword,Phone Model X1 desc,us1203
myproduct1204,myproduct1204,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1203,Phone Model X1 keyword,Phone Model X1 desc,us1204
myproduct1205,myproduct1205,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1204,Phone Model X1 keyword,Phone Model X1 desc,us1205
myproduct1206,myproduct1206,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1205,Phone Model X1 keyword,Phone Model X1 desc,us1206
myproduct1207,myproduct1207,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1206,Phone Model X1 keyword,Phone Model X1 desc,us1207
myproduct1208,myproduct1208,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1207,Phone Model X1 keyword,Phone Model X1 desc,us1208
myproduct1209,myproduct1209,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1208,Phone Model X1 keyword,Phone Model X1 desc,us1209
myproduct1210,myproduct1210,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1209,Phone Model X1 keyword,Phone Model X1 desc,us1210
myproduct1211,myproduct1211,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1210,Phone Model X1 keyword,Phone Model X1 desc,us1211
myproduct1212,myproduct1212,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1211,Phone Model X1 keyword,Phone Model X1 desc,us1212
myproduct1213,myproduct1213,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1212,Phone Model X1 keyword,Phone Model X1 desc,us1213
myproduct1214,myproduct1214,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1213,Phone Model X1 keyword,Phone Model X1 desc,us1214
myproduct1215,myproduct1215,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1214,Phone Model X1 keyword,Phone Model X1 desc,us1215
myproduct1216,myproduct1216,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1215,Phone Model X1 keyword,Phone Model X1 desc,us1216
myproduct1217,myproduct1217,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1216,Phone Model X1 keyword,Phone Model X1 desc,us1217
myproduct1218,myproduct1218,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1217,Phone Model X1 keyword,Phone Model X1 desc,us1218
myproduct1219,myproduct1219,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1218,Phone Model X1 keyword,Phone Model X1 desc,us1219
myproduct1220,myproduct1220,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1219,Phone Model X1 keyword,Phone Model X1 desc,us1220
myproduct1221,myproduct1221,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1220,Phone Model X1 keyword,Phone Model X1 desc,us1221
myproduct1222,myproduct1222,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1221,Phone Model X1 keyword,Phone Model X1 desc,us1222
myproduct1223,myproduct1223,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1222,Phone Model X1 keyword,Phone Model X1 desc,us1223
myproduct1224,myproduct1224,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1223,Phone Model X1 keyword,Phone Model X1 desc,us1224
myproduct1225,myproduct1225,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1224,Phone Model X1 keyword,Phone Model X1 desc,us1225
myproduct1226,myproduct1226,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1225,Phone Model X1 keyword,Phone Model X1 desc,us1226
myproduct1227,myproduct1227,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1226,Phone Model X1 keyword,Phone Model X1 desc,us1227
myproduct1228,myproduct1228,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1227,Phone Model X1 keyword,Phone Model X1 desc,us1228
myproduct1229,myproduct1229,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1228,Phone Model X1 keyword,Phone Model X1 desc,us1229
myproduct1230,myproduct1230,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1229,Phone Model X1 keyword,Phone Model X1 desc,us1230
myproduct1231,myproduct1231,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1230,Phone Model X1 keyword,Phone Model X1 desc,us1231
myproduct1232,myproduct1232,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1231,Phone Model X1 keyword,Phone Model X1 desc,us1232
myproduct1233,myproduct1233,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1232,Phone Model X1 keyword,Phone Model X1 desc,us1233
myproduct1234,myproduct1234,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1233,Phone Model X1 keyword,Phone Model X1 desc,us1234
myproduct1235,myproduct1235,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1234,Phone Model X1 keyword,Phone Model X1 desc,us1235
myproduct1236,myproduct1236,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1235,Phone Model X1 keyword,Phone Model X1 desc,us1236
myproduct1237,myproduct1237,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1236,Phone Model X1 keyword,Phone Model X1 desc,us1237
myproduct1238,myproduct1238,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1237,Phone Model X1 keyword,Phone Model X1 desc,us1238
myproduct1239,myproduct1239,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1238,Phone Model X1 keyword,Phone Model X1 desc,us1239
myproduct1240,myproduct1240,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1239,Phone Model X1 keyword,Phone Model X1 desc,us1240
myproduct1241,myproduct1241,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1240,Phone Model X1 keyword,Phone Model X1 desc,us1241
myproduct1242,myproduct1242,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1241,Phone Model X1 keyword,Phone Model X1 desc,us1242
myproduct1243,myproduct1243,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1242,Phone Model X1 keyword,Phone Model X1 desc,us1243
myproduct1244,myproduct1244,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1243,Phone Model X1 keyword,Phone Model X1 desc,us1244
myproduct1245,myproduct1245,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1244,Phone Model X1 keyword,Phone Model X1 desc,us1245
myproduct1246,myproduct1246,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1245,Phone Model X1 keyword,Phone Model X1 desc,us1246
myproduct1247,myproduct1247,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1246,Phone Model X1 keyword,Phone Model X1 desc,us1247
myproduct1248,myproduct1248,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1247,Phone Model X1 keyword,Phone Model X1 desc,us1248
myproduct1249,myproduct1249,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1248,Phone Model X1 keyword,Phone Model X1 desc,us1249
myproduct1250,myproduct1250,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1249,Phone Model X1 keyword,Phone Model X1 desc,us1250
myproduct1251,myproduct1251,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1250,Phone Model X1 keyword,Phone Model X1 desc,us1251
myproduct1252,myproduct1252,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1251,Phone Model X1 keyword,Phone Model X1 desc,us1252
myproduct1253,myproduct1253,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1252,Phone Model X1 keyword,Phone Model X1 desc,us1253
myproduct1254,myproduct1254,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1253,Phone Model X1 keyword,Phone Model X1 desc,us1254
myproduct1255,myproduct1255,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1254,Phone Model X1 keyword,Phone Model X1 desc,us1255
myproduct1256,myproduct1256,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1255,Phone Model X1 keyword,Phone Model X1 desc,us1256
myproduct1257,myproduct1257,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1256,Phone Model X1 keyword,Phone Model X1 desc,us1257
myproduct1258,myproduct1258,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1257,Phone Model X1 keyword,Phone Model X1 desc,us1258
myproduct1259,myproduct1259,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1258,Phone Model X1 keyword,Phone Model X1 desc,us1259
myproduct1260,myproduct1260,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1259,Phone Model X1 keyword,Phone Model X1 desc,us1260
myproduct1261,myproduct1261,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1260,Phone Model X1 keyword,Phone Model X1 desc,us1261
myproduct1262,myproduct1262,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1261,Phone Model X1 keyword,Phone Model X1 desc,us1262
myproduct1263,myproduct1263,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1262,Phone Model X1 keyword,Phone Model X1 desc,us1263
myproduct1264,myproduct1264,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1263,Phone Model X1 keyword,Phone Model X1 desc,us1264
myproduct1265,myproduct1265,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1264,Phone Model X1 keyword,Phone Model X1 desc,us1265
myproduct1266,myproduct1266,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1265,Phone Model X1 keyword,Phone Model X1 desc,us1266
myproduct1267,myproduct1267,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1266,Phone Model X1 keyword,Phone Model X1 desc,us1267
myproduct1268,myproduct1268,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1267,Phone Model X1 keyword,Phone Model X1 desc,us1268
myproduct1269,myproduct1269,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1268,Phone Model X1 keyword,Phone Model X1 desc,us1269
myproduct1270,myproduct1270,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1269,Phone Model X1 keyword,Phone Model X1 desc,us1270
myproduct1271,myproduct1271,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1270,Phone Model X1 keyword,Phone Model X1 desc,us1271
myproduct1272,myproduct1272,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1271,Phone Model X1 keyword,Phone Model X1 desc,us1272
myproduct1273,myproduct1273,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1272,Phone Model X1 keyword,Phone Model X1 desc,us1273
myproduct1274,myproduct1274,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1273,Phone Model X1 keyword,Phone Model X1 desc,us1274
myproduct1275,myproduct1275,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1274,Phone Model X1 keyword,Phone Model X1 desc,us1275
myproduct1276,myproduct1276,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1275,Phone Model X1 keyword,Phone Model X1 desc,us1276
myproduct1277,myproduct1277,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1276,Phone Model X1 keyword,Phone Model X1 desc,us1277
myproduct1278,myproduct1278,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1277,Phone Model X1 keyword,Phone Model X1 desc,us1278
myproduct1279,myproduct1279,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1278,Phone Model X1 keyword,Phone Model X1 desc,us1279
myproduct1280,myproduct1280,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1279,Phone Model X1 keyword,Phone Model X1 desc,us1280
myproduct1281,myproduct1281,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1280,Phone Model X1 keyword,Phone Model X1 desc,us1281
myproduct1282,myproduct1282,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1281,Phone Model X1 keyword,Phone Model X1 desc,us1282
myproduct1283,myproduct1283,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1282,Phone Model X1 keyword,Phone Model X1 desc,us1283
myproduct1284,myproduct1284,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1283,Phone Model X1 keyword,Phone Model X1 desc,us1284
myproduct1285,myproduct1285,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1284,Phone Model X1 keyword,Phone Model X1 desc,us1285
myproduct1286,myproduct1286,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1285,Phone Model X1 keyword,Phone Model X1 desc,us1286
myproduct1287,myproduct1287,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1286,Phone Model X1 keyword,Phone Model X1 desc,us1287
myproduct1288,myproduct1288,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1287,Phone Model X1 keyword,Phone Model X1 desc,us1288
myproduct1289,myproduct1289,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1288,Phone Model X1 keyword,Phone Model X1 desc,us1289
myproduct1290,myproduct1290,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1289,Phone Model X1 keyword,Phone Model X1 desc,us1290
myproduct1291,myproduct1291,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1290,Phone Model X1 keyword,Phone Model X1 desc,us1291
myproduct1292,myproduct1292,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1291,Phone Model X1 keyword,Phone Model X1 desc,us1292
myproduct1293,myproduct1293,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1292,Phone Model X1 keyword,Phone Model X1 desc,us1293
myproduct1294,myproduct1294,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1293,Phone Model X1 keyword,Phone Model X1 desc,us1294
myproduct1295,myproduct1295,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1294,Phone Model X1 keyword,Phone Model X1 desc,us1295
myproduct1296,myproduct1296,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1295,Phone Model X1 keyword,Phone Model X1 desc,us1296
myproduct1297,myproduct1297,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1296,Phone Model X1 keyword,Phone Model X1 desc,us1297
myproduct1298,myproduct1298,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1297,Phone Model X1 keyword,Phone Model X1 desc,us1298
myproduct1299,myproduct1299,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1298,Phone Model X1 keyword,Phone Model X1 desc,us1299
myproduct1300,myproduct1300,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1299,Phone Model X1 keyword,Phone Model X1 desc,us1300
myproduct1301,myproduct1301,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1300,Phone Model X1 keyword,Phone Model X1 desc,us1301
myproduct1302,myproduct1302,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1301,Phone Model X1 keyword,Phone Model X1 desc,us1302
myproduct1303,myproduct1303,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1302,Phone Model X1 keyword,Phone Model X1 desc,us1303
myproduct1304,myproduct1304,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1303,Phone Model X1 keyword,Phone Model X1 desc,us1304
myproduct1305,myproduct1305,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1304,Phone Model X1 keyword,Phone Model X1 desc,us1305
myproduct1306,myproduct1306,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1305,Phone Model X1 keyword,Phone Model X1 desc,us1306
myproduct1307,myproduct1307,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1306,Phone Model X1 keyword,Phone Model X1 desc,us1307
myproduct1308,myproduct1308,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1307,Phone Model X1 keyword,Phone Model X1 desc,us1308
myproduct1309,myproduct1309,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1308,Phone Model X1 keyword,Phone Model X1 desc,us1309
myproduct1310,myproduct1310,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1309,Phone Model X1 keyword,Phone Model X1 desc,us1310
myproduct1311,myproduct1311,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1310,Phone Model X1 keyword,Phone Model X1 desc,us1311
myproduct1312,myproduct1312,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1311,Phone Model X1 keyword,Phone Model X1 desc,us1312
myproduct1313,myproduct1313,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1312,Phone Model X1 keyword,Phone Model X1 desc,us1313
myproduct1314,myproduct1314,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1313,Phone Model X1 keyword,Phone Model X1 desc,us1314
myproduct1315,myproduct1315,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1314,Phone Model X1 keyword,Phone Model X1 desc,us1315
myproduct1316,myproduct1316,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1315,Phone Model X1 keyword,Phone Model X1 desc,us1316
myproduct1317,myproduct1317,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1316,Phone Model X1 keyword,Phone Model X1 desc,us1317
myproduct1318,myproduct1318,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1317,Phone Model X1 keyword,Phone Model X1 desc,us1318
myproduct1319,myproduct1319,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1318,Phone Model X1 keyword,Phone Model X1 desc,us1319
myproduct1320,myproduct1320,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1319,Phone Model X1 keyword,Phone Model X1 desc,us1320
myproduct1321,myproduct1321,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1320,Phone Model X1 keyword,Phone Model X1 desc,us1321
myproduct1322,myproduct1322,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1321,Phone Model X1 keyword,Phone Model X1 desc,us1322
myproduct1323,myproduct1323,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1322,Phone Model X1 keyword,Phone Model X1 desc,us1323
myproduct1324,myproduct1324,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1323,Phone Model X1 keyword,Phone Model X1 desc,us1324
myproduct1325,myproduct1325,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1324,Phone Model X1 keyword,Phone Model X1 desc,us1325
myproduct1326,myproduct1326,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1325,Phone Model X1 keyword,Phone Model X1 desc,us1326
myproduct1327,myproduct1327,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1326,Phone Model X1 keyword,Phone Model X1 desc,us1327
myproduct1328,myproduct1328,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1327,Phone Model X1 keyword,Phone Model X1 desc,us1328
myproduct1329,myproduct1329,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1328,Phone Model X1 keyword,Phone Model X1 desc,us1329
myproduct1330,myproduct1330,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1329,Phone Model X1 keyword,Phone Model X1 desc,us1330
myproduct1331,myproduct1331,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1330,Phone Model X1 keyword,Phone Model X1 desc,us1331
myproduct1332,myproduct1332,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1331,Phone Model X1 keyword,Phone Model X1 desc,us1332
myproduct1333,myproduct1333,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1332,Phone Model X1 keyword,Phone Model X1 desc,us1333
myproduct1334,myproduct1334,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1333,Phone Model X1 keyword,Phone Model X1 desc,us1334
myproduct1335,myproduct1335,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1334,Phone Model X1 keyword,Phone Model X1 desc,us1335
myproduct1336,myproduct1336,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1335,Phone Model X1 keyword,Phone Model X1 desc,us1336
myproduct1337,myproduct1337,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1336,Phone Model X1 keyword,Phone Model X1 desc,us1337
myproduct1338,myproduct1338,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1337,Phone Model X1 keyword,Phone Model X1 desc,us1338
myproduct1339,myproduct1339,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1338,Phone Model X1 keyword,Phone Model X1 desc,us1339
myproduct1340,myproduct1340,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1339,Phone Model X1 keyword,Phone Model X1 desc,us1340
myproduct1341,myproduct1341,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1340,Phone Model X1 keyword,Phone Model X1 desc,us1341
myproduct1342,myproduct1342,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1341,Phone Model X1 keyword,Phone Model X1 desc,us1342
myproduct1343,myproduct1343,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1342,Phone Model X1 keyword,Phone Model X1 desc,us1343
myproduct1344,myproduct1344,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1343,Phone Model X1 keyword,Phone Model X1 desc,us1344
myproduct1345,myproduct1345,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1344,Phone Model X1 keyword,Phone Model X1 desc,us1345
myproduct1346,myproduct1346,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1345,Phone Model X1 keyword,Phone Model X1 desc,us1346
myproduct1347,myproduct1347,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1346,Phone Model X1 keyword,Phone Model X1 desc,us1347
myproduct1348,myproduct1348,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1347,Phone Model X1 keyword,Phone Model X1 desc,us1348
myproduct1349,myproduct1349,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1348,Phone Model X1 keyword,Phone Model X1 desc,us1349
myproduct1350,myproduct1350,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1349,Phone Model X1 keyword,Phone Model X1 desc,us1350
myproduct1351,myproduct1351,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1350,Phone Model X1 keyword,Phone Model X1 desc,us1351
myproduct1352,myproduct1352,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1351,Phone Model X1 keyword,Phone Model X1 desc,us1352
myproduct1353,myproduct1353,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1352,Phone Model X1 keyword,Phone Model X1 desc,us1353
myproduct1354,myproduct1354,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1353,Phone Model X1 keyword,Phone Model X1 desc,us1354
myproduct1355,myproduct1355,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1354,Phone Model X1 keyword,Phone Model X1 desc,us1355
myproduct1356,myproduct1356,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1355,Phone Model X1 keyword,Phone Model X1 desc,us1356
myproduct1357,myproduct1357,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1356,Phone Model X1 keyword,Phone Model X1 desc,us1357
myproduct1358,myproduct1358,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1357,Phone Model X1 keyword,Phone Model X1 desc,us1358
myproduct1359,myproduct1359,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1358,Phone Model X1 keyword,Phone Model X1 desc,us1359
myproduct1360,myproduct1360,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1359,Phone Model X1 keyword,Phone Model X1 desc,us1360
myproduct1361,myproduct1361,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1360,Phone Model X1 keyword,Phone Model X1 desc,us1361
myproduct1362,myproduct1362,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1361,Phone Model X1 keyword,Phone Model X1 desc,us1362
myproduct1363,myproduct1363,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1362,Phone Model X1 keyword,Phone Model X1 desc,us1363
myproduct1364,myproduct1364,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1363,Phone Model X1 keyword,Phone Model X1 desc,us1364
myproduct1365,myproduct1365,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1364,Phone Model X1 keyword,Phone Model X1 desc,us1365
myproduct1366,myproduct1366,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1365,Phone Model X1 keyword,Phone Model X1 desc,us1366
myproduct1367,myproduct1367,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1366,Phone Model X1 keyword,Phone Model X1 desc,us1367
myproduct1368,myproduct1368,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1367,Phone Model X1 keyword,Phone Model X1 desc,us1368
myproduct1369,myproduct1369,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1368,Phone Model X1 keyword,Phone Model X1 desc,us1369
myproduct1370,myproduct1370,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1369,Phone Model X1 keyword,Phone Model X1 desc,us1370
myproduct1371,myproduct1371,4,1,501,2.99,4,4,brand name,short description,description,0,100,10,1,Phone Model X1370,Phone Model X1 keyword,Phone Model X1 desc,us1371
